data,player,language,publishedAt,Label
"""when he first came we were all down,"" says frimpong",frimpong,en,2023-05-10T11:04:33Z,neutral
"it seems that ""citing gun research without bothering to read it first"" is no longer an affliction specific to judge ho! george washington university law school gadfly tah turley watched the state of the union last night and has some thoughts on the prospect of an assault weapons ban to share",tah,en,2023-02-08T21:46:59Z,NA
"(mirror)external-link liverpool and newcastle have held talks over a possible move for bayerleverkusen and germany centre-back tah, ",tah,en,2023-02-10T22:36:59Z,NA
"what made so much of world jewry--ashkenazim, sephardim, and mizrahim alike--accept and support the messiahship of shabbtai tzvi and the prophethood of nathan of gaza? what accounts for the reflorescence of mysticism among jewry just as the rationalistic enlightenment was set to dawn in europe? the chmielnicki massacres, which became known as the evil decrees of - (gzeirot tah v'tat), were construed as the cataclysmic events--the birth pangs of messiah (hevlei moshiah)--traditionally believed to usher in the messianic era",tah,en,2023-02-15T11:15:52Z,NA
"there are three issues in particular where this inching toward the center has been clearest in recent weeks, our tah lemire and daniella diaz write, and where biden's recent posturing has ticked off some of his most progressive supporters: in each of those areas, the biden administration has taken positions that are at odds with some of the loudest and most influential voices in his coalition (and which seem to make it much harder to follow through on some of his campaign promises)",tah,en,2023-03-17T10:16:11Z,NA
tah replaces diaby,tah,en,2023-03-19T20:03:28Z,NA
"with\xakalaba having departed after making\xathis one, and original member tah van herik back in the band, perhaps they will blow it all up and start building\xaa\xatotally new menacing high-rise",tah,en,2023-04-07T14:12:31Z,NA
"programs such as utah, nc state and san diego state have risen in their respective conferences because of their strength on defense",tah,en,2023-04-26T11:24:16Z,NA
"(mirror)external-link newcastle united have rekindled their interest in bayerleverkusen\'s france winger diaby, , and dutch left-back bakker, ",bakker,en,2023-03-18T22:47:16Z,NA
bakker (bayerleverkusen) left footed shot from the centre of the box is saved in the centre of the goal,bakker,en,2023-03-19T20:03:28Z,NA
"the german outfit stormed to a - victory on aggregate after goals from diaby, frimpong, adam hlozek and bakker earned them a win in the second-leg in belgium",bakker,en,2023-04-20T20:52:37Z,positiv
"bayerleverkusen has reached the semifinal of a european competition by beating belgian side union saint-gilles - (- on aggregate) on thursday thanks to goals by diaby ('), bakker ('), frimpong (') and adam hlozek (')",bakker,en,2023-04-20T22:27:28Z,NA
bakker volleyed a second after minutes,bakker,en,2023-04-21T00:03:57Z,positiv
they added another goal on the break in the th with bakker volleying in at the far post before they were gifted a third on the hour courtesy of a big moris blunder,bakker,en,2023-04-21T03:51:46Z,NA
"andrich won the ball back deep in the right-back position and then it moved quickly, right to left; frimpong to adli to bakker, down the left channel to diaby, who held it up for a second, before picking out the onrushing adli to fire confidently home from the edge of the area",bakker,en,2023-05-08T09:00:32Z,NA
"they then ousted competition debutants union saint-gilloise in the quarterfinals, a - home draw followed by a - win in brussels with goals from diaby, bakker, frimpong and adam hlozek",bakker,en,2023-05-17T17:55:40Z,NA
"in comparison, sinkgraven has scored two assists in bundesliga games and bakker has collected four goals and two assists in games across all competitions",bakker,en,2023-05-17T00:00:19Z,NA
"gregor kobel, as always, did his bit to earn that - with one particularly outstanding save from diaby - but bvb felt more organised than has been habitual",diaby,en,2023-01-30T12:47:22Z,positiv
diaby went closest for bayerleverkusen when he struck the post in a scrappy first half,diaby,en,2023-02-03T21:46:20Z,negativ
"bayerleverkusen's french forward diaby had augsburg goalkeeper rafal gikiewicz beaten in the th minute, but his a floating strike hit the upright",diaby,en,2023-02-03T22:00:51Z,neutral
diaby (bayerleverkusen):,diaby,en,2023-02-06T20:34:41Z,neutral
"along with top scorer diaby, wirtz will be key in this tie against a monaco team who are buoyant following saturday's home win over ligue leaders paris saint-germain",diaby,en,2023-02-14T12:45:00Z,NA
diaby slotted home through the legs of 'keeper alexander nuebel to level before teenager wirtz scored a superb solo goal,diaby,en,2023-02-16T19:46:00Z,NA
diaby slotted home through the legs of keeper alexander nuebel to level before teenager wirtz scored a superb solo goal,diaby,en,2023-02-16T22:18:08Z,NA
but diaby and wirtz struck after the break to flip the game on it's head and lead - by minutes,diaby,en,2023-02-16T23:15:39Z,positiv
"bayerleverkusen winger diaby (rm, ) was the only notable one, and set you back around , fifa coins as of thursday, february ",diaby,en,2023-02-17T18:38:14Z,NA
monaco midfielder eliot matazo hit the bar in the second round of spot-kicks and winger diaby sealed victory for the german side and sent them through to the last,diaby,en,2023-02-23T20:50:50Z,NA
"(jpw) -- arsenal (@arsenal) january , -- fabrizio romano (@fabrizioromano) january , arsenal are being linked with wingers galore at the moment and it appears bayerleverkusen's diaby is the latest target",diaby,en,2023-02-25T16:02:07Z,NA
"though wirtz favours the intricate, frimpong and diaby prefer to have space to run into",diaby,en,2023-03-03T10:51:00Z,neutral
"diaby, wirtz and frimpong starred for bayerleverkusen as it bounced back from two league games without a win with a convincing display of attacking soccer",diaby,en,2023-03-05T16:39:23Z,NA
"sardar azmoun and frimpong handed bayerleverkusen a two-goal lead inside the opening minutes, with diaby adding a third after the break",diaby,en,2023-03-05T18:42:00Z,NA
wirtz\'s spectacular assist for diaby to score bayerleverkusen\'s third in a - win was proof of the -year-old\'s exceptional abilities,diaby,en,2023-03-05T19:18:00Z,NA
arsenal is reportedly looking to add diaby to their squad by the end of this season and have been in talks with his entourage,diaby,en,2023-03-11T22:15:00Z,NA
"(football insider)external-link arsenal have been monitoring france winger diaby, , for the past two years at bayerleverkusen, but there could also be interest from newcastle and paris st-germain",diaby,en,2023-03-12T23:24:12Z,NA
"if diaby moves to london at the end of this season, it might seem the gunners only just made the decision to add him to their squad",diaby,en,2023-03-13T08:00:00Z,NA
" arsenal manager arteta is seeking to close a deal before newcastle can hold talks with the player mikel arteta's long-running pursuit of bayerleverkusen wonderkid diaby finally looks set to bear fruit, with the winger keen on a switch to the gunners this summer",diaby,en,2023-03-13T10:25:02Z,NA
"forwards: kingsley coman (bayern munich), olivier giroud (ac milan), antoine griezmann (atletico), randal kolo muani (frankfurt), kylian mbappe (psg), marcus thuram (monchengladbach), diaby (bayerleverkusen)",diaby,en,2023-03-16T14:14:47Z,NA
"___ france squad: goalkeepers: mike maignan (ac milan), alphonse areola (west ham), brice samba (lens) defenders: theo hernandez (ac milan), jules kounde (barcelona), benjamin pavard (bayern munich), wesley fofana (chelsea), dayot upamecano (bayern munich), eduardo camavinga (real madrid), william saliba (arsenal), ibrahima konate (liverpool) midfielders: adrien rabiot (juventus), aurelien tchouameni (real madrid), youssouf fofana (monaco), khephren thuram (nice), jordan veretout (marseille) forwards: kylian mbappe (paris saint-germain), olivier giroud (ac milan), antoine griezmann (atletico madrid), diaby (bayerleverkusen), randal kolo muani (eintracht frankfurt), kingsley coman (bayern munich), marcus thuram (borussia monchengladbach) ___ more ap soccer: and  ",diaby,en,2023-03-16T14:29:04Z,NA
"___ france squad: goalkeepers: mike maignan (ac milan), alphonse areola (west ham), brice samba (lens) defenders: theo hernandez (ac milan), jules kounde (barcelona), benjamin pavard (bayern munich), wesley fofana (chelsea), dayot upamecano (bayern munich), eduardo camavinga (real madrid), william saliba (arsenal), ibrahima konate (liverpool) midfielders: adrien rabiot (juventus), aurelien tchouameni (real madrid), youssouf fofana (monaco), khephren thuram (nice), jordan veretout (marseille) forwards: kylian mbappe (paris saint-germain), olivier giroud (ac milan), antoine griezmann (atletico madrid), diaby (bayerleverkusen), randal kolo muani (eintracht frankfurt), kingsley coman (bayern munich), marcus thuram (borussia monchengladbach) ___ more ap soccer: and anyone can read conversations, but to contribute, you should be a registered torstar account holder",diaby,en,2023-03-16T14:30:04Z,NA
"bayerleverkusen recorded a second - victory against ferencvaros, earning a - aggregate scoreline, with diaby and adli netting for the bundesliga side",diaby,en,2023-03-16T22:41:00Z,NA
"full france squad: goalkeepers: mike maignan (ac milan), alphonse areola (west ham united), brice samba (lens) defenders: theo hernandez (ac milan), jules kounde (barcelona), benjamin pavard (bayern munich), wesley fofana (chelsea), dayot upamecano (bayern munich), eduardo camavinga (real madrid), william saliba (arsenal), ibrahima konate (liverpool) midfielders: adrien rabiot (juventus), aurelien tchouameni (real madrid), youssouf fofana (monaco), khephren thuram (nice), jordan veretout (marseille) forwards: kylian mbappe (paris saint-germain), olivier giroud (ac milan), antoine griezmann (atletico madrid), diaby (bayerleverkusen), randal kolo muani (eintracht frankfurt), kingsley coman (bayern munich), marcus thuram (borussia monchengladbach)'} ",diaby,en,2023-03-16T23:35:07Z,NA
"forwards: kingsley coman (bayern munich), olivier giroud (ac milan), antoine griezmann (atletico madrid), randal kolo muani (eintracht frankfurt), kylian mbappe (paris saint germain), marcus thuram (borussia monchengladbach), diaby (bayern bayerleverkusen)",diaby,en,2023-03-17T05:00:41Z,NA
"(mirror)external-link newcastle united have rekindled their interest in bayerleverkusen\'s france winger diaby, , and dutch left-back bakker, ",diaby,en,2023-03-18T22:47:16Z,NA
"club academy produce such as adrien rabiot (juventus and france), christopher nkunku (joining chelsea from rb leipzig and also a france international), diaby (bayerleverkusen and france), mike maignan (ac milan and france), alphonse areola (west ham united and france), tah ikone (fiorentina and france), tim weah (lille osc and the usmnt), and xavi simons (psv eindhoven and the netherlands) are excelling elsewhere -- notably internationally",diaby,en,2023-03-19T18:32:45Z,NA
tah replaces diaby,diaby,en,2023-03-19T20:03:28Z,NA
"the main area that bayerleverkusen have lent on since the former spain midfielder's arrival is a simple one, using the lightning pace of frimpong and diaby on the flanks, both of whom look renewed since alonso took charge",diaby,en,2023-03-20T13:00:35Z,NA
arsenal has chased diaby for much of the last two years if you follow the rumour mill,diaby,en,2023-03-23T17:00:00Z,NA
"adrien rabiot tries a through ball, but diaby is caught offside.""} ",diaby,en,2023-03-24T21:49:45Z,NA
"only a fine cillessen save from a konate header stopped france from scoring again before the break, and substitute diaby then had a goal disallowed late on",diaby,en,2023-03-24T22:26:23Z,NA
"bazunu made strong saves from sub diaby and rabiot, but this irish side did not lie down and a triple substitution on minutes, and a tactical switch which saw coleman move inside to give space out wide to sub alan browne, injected some life into kenny's team",diaby,en,2023-03-27T20:37:20Z,NA
"republic of ireland:\xagavin bazunu; nathan collins, john egan, dara o'shea (alan browne, '); seamus coleman (captain); josh cullen, jason knight, (mikey johnston, ') jayson molumby (michael obafemi, '); matt doherty (james mcclean, '); evan ferguson (adam idah, '), chiedozie ogbene france:\xamike maignan; benjamin pavard (jules kounde, '), ibrahima konate, dayot upamecano, theo hernandez; eduardo camavinga, adrien rabiot (aurelien tchouameni, '); randal kolo muani, antoine griezmann, kylian mbappe (captain); olivier giroud (diaby, ') referee:\xaartur dias (por) the journal publishes the biggest breaking news in irish and international sport but for all of the 's insightful analysis and sharp sportswriting, subscribe\xahere",diaby,en,2023-03-27T20:58:51Z,NA
"diaby tested bazunu's resolve with a swerving th-minute effort and the southampton keeper repelled rabiot's attempt from distance six minutes later, but molumby and substitutes james mcclean and alan browne all went close to an equaliser in a tense conclusion",diaby,en,2023-03-27T20:59:27Z,NA
"diaby tested bazunu's resolve with a swerving th-minute effort and the southampton keeper repelled rabiot's attempt from distance six minutes later, but molumby and the substitutes james mcclean and alan browne all went close to an equaliser in a tense conclusion",diaby,en,2023-03-27T21:17:13Z,NA
"ireland upped the pressure in the final minutes after france had failed to double their advantage through adrien rabiot and diaby and they thought they had an equaliser through nathan collins, only for the defender\'s header to be tipped away from under the bar by maignan",diaby,en,2023-03-27T21:26:06Z,NA
"by the time diaby was introduced in the th minute, all of the momentum had swung in ireland's favor",diaby,en,2023-03-27T22:57:31Z,NA
"congratulations to the squad."" deschamps made three changes to the team who started against the netherlands, with eduardo camavinga in midfield instead of aurelien tchouameni while olivier giroud was fielded as a lone striker with randal kolo muani sliding to the right flank and pushing kingsley coman to the bench.in defence, pavard, who did not play at the world cup after a terrible match against australia, was back as right back instead of jules kounde and he made his presence count.france got off to a lively start and got a good chance in the ninth minute when kolo muani burst into the area, only to opt not to shoot and try to find giroud with a back heel.it was les bleus\'s only decent opportunity in the opening half as they lacked creativity against an irish side aware of kylian mbappe\'s speed and happy to sit back and wait.pavard, however, broke the deadlock five minutes into the second half with an -metre shot that went under the bar after he had intercepted a poor pass from josh cullen to jason knight.ireland upped the pressure in the final minutes after france had failed to double their advantage through adrien rabiot and diaby and they thought they had an equaliser through nathan collins, only for the defender's header to be tipped away from under the bar by maignan.""mike is mike",diaby,en,2023-03-28T04:26:11Z,NA
"with forwards patrik schick and adam hlozek injured, the wingers stepped up for bayerleverkusen as adli and diaby both scored, before a third goal from sardar azmoun deep into stoppage time",diaby,en,2023-04-08T15:42:02Z,NA
"maignan joined psg in his early teens and his development has seen him added to the list of ones that got away from france's biggest club which includes the likes of bayern munich's kingsley coman, chelsea-bound christopher nkunku and bayerleverkusen winger diaby",diaby,en,2023-04-12T12:42:21Z,NA
" arsenal are said to be keeping tabs on pacey french winger diaby, according to reports, as the north london club prepares to compete against interest from paris saint-germain and newcastle in the upcoming transfer window",diaby,en,2023-04-13T15:26:24Z,NA
arsenal are said to be keeping tabs on pacey french winger diaby as the north london club prepare to compete against paris saint-germain and newcastle in the upcoming transfer window,diaby,en,2023-04-13T21:30:00Z,NA
"to achieve this, they need to add top players to their squad and one man on their radar now is bayerleverkusen's diaby",diaby,en,2023-04-13T22:30:00Z,NA
he is the third opponent of diaby dadis camara\'s former regime to testify at the conakry stadium massacre trial,diaby,en,2023-04-15T10:31:10Z,NA
"according to\xalesport (opens in new tab), arteta is interested in bringing young bayerleverkusen star diaby to the emirates stadium as he looks to add genuine quality to an already stacked frontline",diaby,en,2023-04-20T12:11:24Z,NA
"the german outfit stormed to a - victory on aggregate after goals from diaby, frimpong, adam hlozek and bakker earned them a win in the second-leg in belgium",diaby,en,2023-04-20T20:52:37Z,NA
"bayerleverkusen has reached the semifinal of a european competition by beating belgian side union saint-gilles - (- on aggregate) on thursday thanks to goals by diaby ('), bakker ('), frimpong (') and adam hlozek (')",diaby,en,2023-04-20T22:27:28Z,NA
"on thursday, their hopes of a repeat began to fade after seconds, as diaby pounced on some poor defending and rounded goalkeeper anthony moris",diaby,en,2023-04-21T00:03:57Z,NA
"""obviously the early first goal by diaby was very helpful",diaby,en,2023-04-21T03:51:46Z,NA
hlozek scored five minutes before the break when andrich played a perfectly weighted through ball for diaby to race onto on the right,diaby,en,2023-04-23T18:02:54Z,NA
"mason mount is an option in midfield, with juventus star dusan vlahovic and bayerleverkusen's diaby rumoured in the attack",diaby,en,2023-04-24T08:24:32Z,NA
"mason mount is an option in midfield, with\xajuventus star dusan vlahovic\xaand\xabayer bayerleverkusen\'s diaby\xarumoured in the attack",diaby,en,2023-04-24T10:04:29Z,NA
"mason mount is an option in midfield, with\xajuventus star dusan vlahovic\xaand\xabayer bayerleverkusen's diaby\xarumoured in the attack",diaby,en,2023-04-25T12:00:31Z,NA
"bst: ac milan\'s priority target this summer is bayerleverkusen forward diaby, says foot mercato",diaby,en,2023-04-25T22:35:23Z,NA
bayerleverkusen is preparing for life without arsenal target diaby as the gunners eye a summer move for the frenchman,diaby,en,2023-04-30T15:00:00Z,NA
"andrich won the ball back deep in the right-back position and then it moved quickly, right to left; frimpong to adli to bakker, down the left channel to diaby, who held it up for a second, before picking out the onrushing adli to fire confidently home from the edge of the area",diaby,en,2023-05-08T09:00:32Z,NA
diaby has been one of the finest wingers in europe in the last few seasons and continues to do well when he plays for bayerleverkusen,diaby,en,2023-05-06T14:30:00Z,NA
