data,player,language,publishedAt,Label
transfer centre manchester united interested bayerleverkusen right back frimpong  according sky germany,jeremie frimpong,en,2023-04-03T17:43:00Z,NA
manchester united begun talks representatives bayerleverkusen wing back frimpong  according sky sports deutschland,jeremie frimpong,en,2023-04-03T22:35:02Z,NA
bayerleverkusen full back frimpong emerged target man united erik hag market new right back transfer window opens note  year old contract summer help engineer old trafford window,jeremie frimpong,en,2023-04-04T11:07:06Z,NA
frimpong  manchester united looking PSmillion dutch full back  bayerleverkusen face competition barcelona bayern munich  reports journalist fabrizio romano,jeremie frimpong,en,2023-04-07T06:22:07Z,neutral
player united s radar bayerleverkusen s right back frimpong,jeremie frimpong,en,2023-04-07T12:33:31Z,NA
bayerleverkusen  taken precautions  case frimpong leaves club amid manchester united  bayern munich barcelona,jeremie frimpong,en,2023-04-07T13:11:21Z,NA
nm  netherlands youth international frimpong hop manchester different color jersey youth days,jeremie frimpong,en,2023-04-09T13:05:49Z,NA
year old wan bissaka faces competition diogo dalot old trafford  red devils heavily linked bayerleverkusen s frimpong  making competition tight right back spot head coach erik hag,jeremie frimpong,en,2023-04-10T00:05:42Z,NA
hosts spurned chances level  frimpong heading wide close range  wirtz corner sardar azmoun s pass,jeremie frimpong,en,2023-04-13T21:22:35Z,NA
dutch star frimpong doesn t know future holds ahead season erik hag targeted frimpong recruits looks build season  year old starts german season  scoring goals bundesliga impressive campaign,jeremie frimpong,en,2023-04-14T14:48:15Z,NA
manchester united said held talks representatives bayerleverkusen right frimpong amidst plans sale defenders upcoming transfer window  according reports,jeremie frimpong,en,2023-04-19T16:09:16Z,NA
german outfit stormed victory aggregate goals diaby  frimpong  adam hlozek bakker earned win second leg belgium,jeremie frimpong,en,2023-04-20T20:52:37Z,positiv
bayerleverkusen reached semifinal european competition beating belgian union saint gilles aggregate  thursday thanks goals diaby   bakker   frimpong   adam hlozek,jeremie frimpong,en,2023-04-20T22:27:28Z,NA
morris played ball straight frimpong fired straight past luxembourg international minutes,jeremie frimpong,en,2023-04-21T00:03:57Z,NA
pressure bakker  keeper sent ball straight path frimpong kick goal,jeremie frimpong,en,2023-04-21T03:51:46Z,NA
timo werner  dominik szoboszlai christopher nkunku went close leipzig  pushed hard equalizer szoboszlai conceded penalty bringing frimpong,jeremie frimpong,en,2023-04-23T18:02:54Z,NA
reported rmc sport  bayerleverkusen s frimpong emerged targets old trafford club alongside vanderson,jeremie frimpong,en,2023-04-28T06:36:10Z,NA
red devils linked bayerleverkusen star frimpong staggering goals right representatives thought encouraged talks red devils,jeremie frimpong,en,2023-05-24T11:33:33Z,NA
assisted frimpong,jeremie frimpong,en,2023-05-18T21:09:58Z,neutral
speed left match frimpong timothy fosu mensah produced right back position,jeremie frimpong,en,2023-05-17T00:00:19Z,NA
steidten credited having played key role acquisitions young talents club  edmond tapsoba  frimpong hincapie,jeremie frimpong,en,2023-05-16T12:22:18Z,NA
marcel sabitzer return bayern munich end old trafford loan spell harry kane heavily linked old trafford united target forward furthermore  report states man united  are open strengthening right back  previous links likes denzel dumfries frimpong,jeremie frimpong,en,2023-05-12T10:37:21Z,NA
frimpong failed capitalize roma goalkeeper rui patricio s blunder clear chance equalize,jeremie frimpong,en,2023-05-11T22:06:19Z,NA
roma defense look like buckling  patricio spilling regulation cross landed feet frimpong,jeremie frimpong,en,2023-05-11T21:21:55Z,NA
ball fell frimpong,jeremie frimpong,en,2023-05-11T20:55:12Z,NA
think level before  areas  maybe playing little better  told cbs sports exclusive interview alongside teammate frimpong,jeremie frimpong,en,2023-05-10T15:19:55Z,NA
when came down  says frimpong,jeremie frimpong,en,2023-05-10T11:04:33Z,neutral
tah replaces diaby,jonathan tah,en,2023-03-19T20:03:28Z,NA
bakker  bayerleverkusen  left footed shot centre box saved centre goal,mitchel bakker,en,2023-03-19T20:03:28Z,NA
bayerleverkusen reached semifinal european competition beating belgian union saint gilles aggregate  thursday thanks goals diaby   bakker   frimpong   adam hlozek,mitchel bakker,en,2023-04-20T22:46:04Z,NA
added goal break bakker volleying far post gifted hour courtesy big moris blunder,mitchel bakker,en,2023-04-21T03:51:46Z,NA
andrich won ball deep right back position moved quickly  right left  frimpong adli bakker  left channel diaby  held second  picking onrushing adli confidently home edge area,mitchel bakker,en,2023-05-08T09:00:32Z,NA
diaby went closest bayerleverkusen struck post scrappy half,moussa diaby,en,2023-02-03T21:46:20Z,NA
diaby wirtz struck break flip game it s head lead minutes,moussa diaby,en,2023-02-16T23:15:39Z,positiv
monaco midfielder eliot matazo hit bar second round spot kicks winger diaby sealed victory german sent monaco striker wissam ben yedder equalised minutes later spot  hosts earned penalty edmond tapsoba s foul monaco midfielder eliesse ben seghir,moussa diaby,en,2023-02-23T20:50:50Z,positiv
jpw  arsenal linked wingers galore moment appears bayerleverkusen s diaby latest target,moussa diaby,en,2023-02-25T16:02:07Z,NA
wirtz favours intricate  frimpong diaby prefer space run into,moussa diaby,en,2023-03-03T10:51:00Z,NA
diaby  wirtz frimpong starred bayerleverkusen bounced league games win convincing display attacking soccer,moussa diaby,en,2023-03-05T16:39:23Z,NA
sardar azmoun frimpong handed bayerleverkusen two goal lead inside opening minutes  diaby adding break,moussa diaby,en,2023-03-05T18:42:00Z,NA
arsenal reportedly looking add diaby squad end season talks entourage,moussa diaby,en,2023-03-11T22:15:00Z,NA
arsenal manager arteta seeking close deal newcastle hold talks player mikel arteta s long running pursuit bayerleverkusen wonderkid diaby finally looks set bear fruit  winger keen switch gunners summer,moussa diaby,en,2023-03-13T10:25:02Z,neutral
forwards  kingsley coman  bayern munich  olivier giroud  ac milan  antoine griezmann  atletico  randal kolo muani  frankfurt  kylian mbappe  psg  marcus thuram  monchengladbach  diaby  bayerleverkusen,moussa diaby,en,2023-03-16T14:14:47Z,NA
bayerleverkusen recorded second victory ferencvaros  earning aggregate scoreline  diaby adli netting bundesliga side,moussa diaby,en,2023-03-16T22:41:00Z,positiv
tah replaces diaby,moussa diaby,en,2023-03-19T20:03:28Z,NA
arsenal chased diaby years follow rumour mill,moussa diaby,en,2023-03-23T17:00:00Z,NA
adrien rabiot tries ball  diaby caught offside,moussa diaby,en,2023-03-24T21:49:45Z,NA
fine cillessen save konate header stopped france scoring break  substitute diaby goal disallowed late on,moussa diaby,en,2023-03-24T22:26:23Z,NA
bazunu strong saves sub diaby rabiot  irish lie triple substitution minutes  tactical switch saw coleman inside space wide sub alan browne  injected life kenny s team,moussa diaby,en,2023-03-27T20:37:20Z,NA
diaby tested bazunu s resolve swerving th minute effort southampton keeper repelled rabiot s attempt distance minutes later  molumby substitutes james mcclean alan browne went close equaliser tense conclusion,moussa diaby,en,2023-03-27T20:59:27Z,NA
time diaby introduced minute  momentum swung ireland s favor,moussa diaby,en,2023-03-27T22:57:31Z,neutral
pacey bayerleverkusen winger diaby attracting raft suitors top clubs france international number talented psg youth academy products mikel arteta eddie howe considering bringing diaby board newcastle arsenal s attack well bolstered arrival accurate crossers ball bundesliga,moussa diaby,en,2023-04-13T15:26:24Z,NA
achieve this  need add top players squad man radar bayerleverkusen s diaby,moussa diaby,en,2023-04-13T22:30:00Z,NA
german outfit stormed victory aggregate goals diaby  frimpong  adam hlozek bakker earned win second leg belgium,moussa diaby,en,2023-04-20T20:52:37Z,positiv
bayerleverkusen reached semifinal european competition beating belgian union saint gilles aggregate  thursday thanks goals diaby   bakker   frimpong   adam hlozek,moussa diaby,en,2023-04-20T22:27:28Z,NA
thursday  hopes repeat began fade seconds  diaby pounced poor defending rounded goalkeeper anthony moris,moussa diaby,en,2023-04-21T00:03:57Z,NA
obviously early goal diaby helpful,moussa diaby,en,2023-04-21T03:51:46Z,NA
hlozek scored minutes break andrich played perfectly weighted ball diaby race right,moussa diaby,en,2023-04-23T18:02:54Z,NA
mason mount option midfield  juventus star dusan vlahovic bayerleverkusen s diaby rumoured attack,moussa diaby,en,2023-04-24T08:24:32Z,NA
bst  milan s priority target summer bayerleverkusen forward diaby  says foot mercato,moussa diaby,en,2023-04-25T22:35:23Z,NA
bayerleverkusen preparing life arsenal target diaby gunners eye summer frenchman,moussa diaby,en,2023-04-30T15:00:00Z,NA
andrich won ball deep right back position moved quickly  right left  frimpong adli bakker  left channel diaby  held second  picking onrushing adli confidently home edge area,moussa diaby,en,2023-05-08T09:00:32Z,NA
talks ongoing future surprise departed  especially arsenal targeting high class winger  it understood clubs registered bayerleverkusen s diaby,moussa diaby,en,2023-05-06T01:30:00Z,NA
arsenal said interested brighton s moises caicedo  bayerleverkusen winger diaby  crystal palace defender marc guehi,moussa diaby,en,2023-05-05T23:35:55Z,NA
selke headed cologne lead minute bayerleverkusen leveled adli left unmarked run pass diaby blast ball past goalkeeper,moussa diaby,en,2023-05-05T20:49:03Z,NA
editions  en football real madrid belgian leaves week  english media reported madrid s diaby  forward area influence right flank  averse occupying position front,moussa diaby,en,2023-05-05T14:40:41Z,NA
rice key target  arsenal revive brighton s moises caicedo  bayerleverkusen s diaby crystal palace s marc guehi players looking at,moussa diaby,en,2023-05-05T06:09:01Z,NA
bayerleverkusen forward diaby believed arsenal link up play gained plaudits helped transform missing championsleague genuine title contenders matter months,moussa diaby,en,2023-05-04T18:00:08Z,NA
rice  bayerleverkusen forward diaby believed gunners improve forward line more  allow saka martinelli rest rigours championsleague challenge,moussa diaby,en,2023-05-04T17:30:00Z,NA
france international  bayerleverkusen winger diaby,moussa diaby,en,2023-05-04T15:16:05Z,NA
players include crystal palace forward wilfried zaha defender marc guehi  bayerleverkusen forward diaby west ham s england midfielder declan rice,moussa diaby,en,2023-05-04T06:28:32Z,NA
likes midfielders manu kone  borussia monchengladbach  kephren thuram  nice  forwards randall kolo muani  eintracht frankfurt  diaby  bayerleverkusen  playmaker rayan cherki  lyon  defender evan n dicka  frankfurt  list,moussa diaby,en,2023-05-24T18:05:45Z,NA
manchester united keeping tabs bayerleverkusen star diaby effort lure frenchman old trafford summer  according reports,moussa diaby,en,2023-05-23T14:51:22Z,NA
circumstances  monitoring diaby raphinha makes sense  championsleague campaign corner  need time off,moussa diaby,en,2023-05-23T13:01:30Z,NA
forward diaby came closest elusive goal bayerleverkusen effort hit crossbar,moussa diaby,en,2023-05-19T10:42:41Z,NA
diaby rattled crossbar powerful shot minute demirbay s low drive saved goalkeeper rui patricio,moussa diaby,en,2023-05-19T03:55:20Z,NA
bayerleverkusen forward diaby hit crossbar early roma goalkeeper rui patricio busy times roma s defence held firm,moussa diaby,en,2023-05-18T21:47:38Z,NA
diaby let shot from  met corner post meets crossbar,moussa diaby,en,2023-05-18T21:41:41Z,NA
bayerleverkusen forward diaby hit crossbar early roma goalkeeper rui patricio busy times roma s defense held firm  despite team rarely venturing forward managing effort goal entire game,moussa diaby,en,2023-05-18T21:27:58Z,NA
diaby  bayerleverkusen  left footed shot outside box blocked,moussa diaby,en,2023-05-18T21:09:58Z,NA
gunners linked players including declan rice  wilfried zaha  diaby  moises caicedo marc guehi,moussa diaby,en,2023-05-17T17:05:00Z,NA
likely form versatile forward play frontline diaby mohammed kudus figuring prominently players considering,moussa diaby,en,2023-05-16T17:32:33Z,NA
addition rice caicedo  crystal palace defender marc guehi bayerleverkusen attacker diaby players gunners  radar,moussa diaby,en,2023-05-16T09:14:38Z,NA
addition rice  crystal palace defender marc guehi bayerleverkusen attacker diaby players gunners  radar,moussa diaby,en,2023-05-15T18:29:53Z,neutral
wants saka capable playing games season surely harm comparable gifts  maybe bayerleverkusen s diaby  ready start least them,moussa diaby,en,2023-05-15T14:57:27Z,NA
newcastle tracking bayerleverkusen s france international diaby understood registered players time ago,moussa diaby,en,2023-05-12T11:21:12Z,NA
transfer centre plus  arsenal face competition psg bayerleverkusen winger diaby  emiliano martinez ready quit aston villa summer  wolves hopeful ruben neves leave free transfer despite sustained man utd  arsenal barcelona thursday use chrome browser accessible video player top stories transfer rumours friday s newspapers,moussa diaby,en,2023-05-11T21:30:00Z,NA
early bayerleverkusen looked like guile prise hosts apart  intricate play swiftly taking ultimately produced best match inside minute  diaby gliding perch right flank midfield,moussa diaby,en,2023-05-11T21:21:55Z,NA
west ham midfielder declan rice believed top target  likely face competition likes manchester united liverpool  bayerleverkusen forward diaby radar,moussa diaby,en,2023-05-10T17:23:37Z,neutral
bayerleverkusen s early season difficulties result individual errors otherwhile reliable performers  little finishing variance ends pitch  particularly form likes patrik schick diaby,moussa diaby,en,2023-05-10T11:04:33Z,NA
arsenal reportedly planning swap deal involving granit xhaka diaby,moussa diaby,en,2023-05-09T13:30:00Z,NA
police car light blue circle   cfc exclusive  chelsea talks shakhtar donetsk deal mudryk hijack arsenal s move,mykhaylo mudryk,en,2023-03-19T14:59:38Z,NA
exclusive  chelsea talks shakhtar donetsk deal mudryk hijack arsenal s move,mykhaylo mudryk,en,2023-03-20T20:20:07Z,NA
ukraine gave good got opening half hour stones walker defence hand deny chelsea winger mudryk  marseille man ruslan malinovsky club brugge forward roman yaremchuk,mykhaylo mudryk,en,2023-03-27T10:30:00Z,NA
mudryk  preferred potter s forwards ahead cristian pulisic  mason mount conor gallagher  missed glorious chances  decision send mount search goal bizarre,mykhaylo mudryk,en,2023-04-01T19:03:11Z,NA
admittedly chelsea tie time raheem sterling  joao felix mudryk came pitch  having spent hour playing defenders defensive midfielders  installed assiduous energetic  cum right winger,mykhaylo mudryk,en,2023-04-18T22:38:33Z,NA
despite influx players west london  silva frequently makes blues  starting new recruits joao felix  mudryk raheem sterling boehly era players appearance stamford bridge blues said narrowing focus appointment julian nagelsmann potter s long term replacement  silva pointed change manager catch all solution,mykhaylo mudryk,en,2023-04-19T08:05:31Z,neutral
leipzig forward christopher nkunku joining chelsea squad summer new recruits joao felix  mudryk raheem sterling boehly era players appearance stamford bridge conor gallagher likely sold summer chelsea trim squad said   we increase size changing room didn t fit size squad,mykhaylo mudryk,en,2023-04-19T13:52:43Z,NA
meanwhile  chelsea spent big players enzo fernandez  mudryk  noni madueke  benoit badiashile david fofana,mykhaylo mudryk,en,2023-04-22T10:45:12Z,NA
leipzig s christopher nkunku arrive summer  club added players including raheem sterling extremely expensive mudryk transfer  plus felix loan,mykhaylo mudryk,en,2023-04-27T14:35:09Z,NA
however  having spent hundreds millions pounds acquire players like enzo fernandez  mudryk  wesley fofana  joao felix  chelsea need focus outgoings incoming transfers time around,mykhaylo mudryk,en,2023-05-02T01:25:40Z,NA
mudryk cost EUR,mykhaylo mudryk,en,2023-05-02T12:30:37Z,NA
chelsea star  nemanja matic  roma  thinks club issue season chelsea crisis lost arsenal tuesday night amid dismal run form pointed young stars  likes enzo fernandez  mudryk noni madueke new owner todd boehly s PSm plus spending spree taking develop rate,mykhaylo mudryk,en,2023-05-03T05:39:53Z,NA
mudryk argued time boehly paid odds considering  year old racked senior appearances ukraine sealing mega money europe s major clubs,mykhaylo mudryk,en,2023-05-05T14:58:51Z,NA
lampard despaired witnessing cheered mudryk burst united scrambling clear  opening ukrainian prospered from  gallagher driving hall attempt blocked,mykhaylo mudryk,en,2023-05-25T21:12:15Z,NA
lampard despaired cheered mudryk burst united scrambling clear  opening ukrainian prospered from  gallagher driving blocked hall attempt,mykhaylo mudryk,en,2023-05-25T21:06:59Z,NA
blessed highly gifted young players reece james  noni madueke mudryk mauricio pochettino  certainly taking charge  perfect manger begin new project,mykhaylo mudryk,en,2023-05-22T04:53:01Z,NA
north londoners operated stringently recent seasons  refusing overpay deem true value players mudryk moises caicedo  opting instead likes jorginho leandro trossard,mykhaylo mudryk,en,2023-05-16T15:00:00Z,NA
hincapie action ecuador  nick potts pa  hincapie  tottenham PSm verbal offer bayerleverkusen defender  reports bild,piero hincapie,en,2023-01-30T07:04:56Z,NA
hincapie bryan gil djed spence appearances competitions extent spence s exertions spurs season  year old heading rennes loan,piero hincapie,en,2023-01-30T14:47:19Z,NA
hincapie linked big summer pedro porro way,piero hincapie,en,2023-01-31T22:07:35Z,NA
riley mcgree contentiously denied penalty hincapie clattered midfielder minute,piero hincapie,en,2023-03-28T11:24:40Z,NA
manchester united s aaron wan bissaka david moyes like ecuador centre back hincapie bayerleverkusen fancied achievable target wolves  max kilman,piero hincapie,en,2023-05-22T11:40:14Z,NA
kendry paez latest exciting young players production line independiente del valle  ecuadorian club responsible moises caicedo hincapie  star attraction world cup  way argentina,piero hincapie,en,2023-05-21T17:00:46Z,NA
steidten credited having played key role acquisitions young talents club  edmond tapsoba  frimpong hincapie,piero hincapie,en,2023-05-16T12:22:18Z,NA
middling game won t suitors rethink position  caicedo error poor pass hincapie provided game s turning point allowing australia lead,piero hincapie,en,2023-03-24T15:24:08Z,NA
